Attribute,Index,Clean Value,Dirty Value
article_jvolumn,207,0,nan
article_jvolumn,217,108,453.45531976297167
article_jvolumn,227,154,810.6675934898427
article_jvolumn,249,515,1786.325806188272
article_jvolumn,261,32,nan
article_jvolumn,265,132,756.5135110953121
article_jvolumn,272,99,nan
article_jvolumn,292,7,nan
article_jvolumn,293,40,177.47427089956702
article_jvolumn,297,20,67.58948516556549
article_jvolumn,303,15,87.60978207032282
article_jvolumn,319,43,241.07590493148453
article_jvolumn,338,53,nan
article_jvolumn,340,59,nan
article_jvolumn,343,0,nan
article_jvolumn,350,10,34.31942063255445
article_jvolumn,352,75,249.271652030237
article_jvolumn,367,3,nan
article_jvolumn,379,49,278.5159659615251
article_jvolumn,381,102,nan
article_jvolumn,386,45,nan
article_jvolumn,394,29,nan
article_jvolumn,405,33,161.98097422678774
article_jvolumn,407,119,642.4604164037883
article_jvolumn,421,4,nan
article_jvolumn,439,20,nan
article_jvolumn,475,63,277.3659856604688
article_jvolumn,477,155,nan
article_jvolumn,490,124,480.12382666532613
article_jvolumn,493,18,72.67157583884428
article_jvolumn,512,57,275.06784170543744
article_jvolumn,516,140,nan
article_jvolumn,529,37,167.86495060331836
article_jvolumn,533,254,nan
article_jvolumn,571,37,185.13983865065143
article_jvolumn,573,151,nan
article_jvolumn,574,62,nan
article_jvolumn,590,43,146.2746930919227
article_jvolumn,613,256,nan
article_jvolumn,636,25,112.68924719572536
article_jvolumn,652,53,nan
article_jvolumn,658,46,242.99997331114037
article_jvolumn,680,137,nan
article_jvolumn,689,108,nan
article_jvolumn,690,34,nan
article_jvolumn,691,61,288.2912768630351
article_jvolumn,694,2,9.496602583828654
article_jvolumn,703,2,nan
article_jvolumn,711,17,76.9683350645706
article_jvolumn,720,115,480.0579185172304
article_jvolumn,723,18,nan
article_jvolumn,757,28,126.76017638717316
article_jvolumn,763,240,1387.18090790733
article_jvolumn,771,89,nan
article_jvolumn,777,14,nan
article_jvolumn,785,34,117.84525582659312
article_jvolumn,789,8,44.10954540127
article_jvolumn,790,26,nan
article_jvolumn,812,0,nan
article_jvolumn,817,71,nan
article_jvolumn,821,14,nan
article_jvolumn,843,35,nan
article_jvolumn,856,11,39.357429309293494
article_jvolumn,860,18,nan
article_jvolumn,865,48,nan
article_jvolumn,884,63,nan
article_jvolumn,887,55,nan
article_jvolumn,898,90,nan
article_jvolumn,899,0,nan
article_jvolumn,903,14,nan
article_jvolumn,919,57,nan
article_jvolumn,925,32,nan
article_jvolumn,941,15,68.82181921231489
article_jvolumn,944,15,nan
article_jvolumn,956,5,15.569919510971973
article_jvolumn,973,7,21.19444885085604
article_jvolumn,980,153,nan
article_jvolumn,983,39,232.48889370949263
article_jvolumn,991,72,218.50091133778056
article_jvolumn,992,188,661.4881311171506
article_jvolumn,998,-1,-5.484242494751136
article_jvolumn,999,26,nan
article_jissue,7,2,nan
article_jissue,16,5,nan
article_jissue,51,2,9.318269603645248
article_jissue,54,6,nan
article_jissue,65,-1,nan
article_jissue,66,1,nan
article_jissue,78,10,nan
article_jissue,117,1,nan
article_jissue,130,6,nan
article_jissue,136,12,nan
article_jissue,141,5,nan
article_jissue,146,4,20.861393321407597
article_jissue,151,2,6.431511603071023
article_jissue,155,2,7.696459884839097
article_jissue,156,25,nan
article_jissue,165,3,nan
article_jissue,200,4,nan
article_jissue,203,9,40.34081261362653
article_jissue,214,0,nan
article_jissue,224,0,nan
article_jissue,234,5,nan
article_jissue,240,9,nan
article_jissue,241,-1,nan
article_jissue,257,2,nan
article_jissue,259,5,16.784276391797334
article_jissue,260,24,110.67155372166036
article_jissue,269,5,20.994265992587003
article_jissue,276,0,nan
article_jissue,289,4,nan
article_jissue,300,4,nan
article_jissue,302,8,32.593836800487345
article_jissue,313,-1,-4.467740173131012
article_jissue,316,2,8.21413875664701
article_jissue,329,2,nan
article_jissue,336,5,nan
article_jissue,340,2,nan
article_jissue,344,4,nan
article_jissue,350,8,nan
article_jissue,352,12,nan
article_jissue,365,4,17.404760889937457
article_jissue,369,11,60.97430116185894
article_jissue,374,0,nan
article_jissue,381,5,nan
article_jissue,398,3,nan
article_jissue,416,14,60.22927526296627
article_jissue,442,2,8.135889986786104
article_jissue,444,3,16.620341662439806
article_jissue,449,3,nan
article_jissue,455,1,nan
article_jissue,459,4,18.142921546196924
article_jissue,501,7,nan
article_jissue,506,2,nan
article_jissue,512,6,nan
article_jissue,514,3,14.090203081353964
article_jissue,521,1,nan
article_jissue,558,0,nan
article_jissue,560,7,29.084539902457465
article_jissue,561,0,nan
article_jissue,566,1,4.669801971132148
article_jissue,579,4,nan
article_jissue,581,6,27.9657082047921
article_jissue,607,11,44.66899435453468
article_jissue,621,3,nan
article_jissue,637,4,nan
article_jissue,642,7,nan
article_jissue,657,10,nan
article_jissue,687,4,12.401244663592417
article_jissue,720,1,nan
article_jissue,728,2,nan
article_jissue,739,15,46.55692999404876
article_jissue,766,2,9.975539482044752
article_jissue,779,4,14.29438371291432
article_jissue,791,6,32.556128337529266
article_jissue,792,-1,-5.758006520321553
article_jissue,800,2,nan
article_jissue,816,0,nan
article_jissue,821,0,nan
article_jissue,823,0,nan
article_jissue,828,11,43.1256090846939
article_jissue,836,0,nan
article_jissue,852,3,11.899082375130472
article_jissue,884,1,nan
article_jissue,887,6,28.186759344682073
article_jissue,888,-1,nan
article_jissue,905,3,12.982218134261316
article_jissue,911,36,nan
article_jissue,912,6,nan
article_jissue,914,11,nan
article_jissue,934,0,nan
article_jissue,965,0,nan
article_jissue,969,-1,-3.0974122557532686
article_jissue,972,1,nan
article_jissue,982,2,nan
article_jissue,987,7,22.045058395458636
article_jissue,990,7,nan
article_jissue,995,4,22.87127261994663
article_jcreated_at,3,1/6/12,1/6/1$2??
article_jcreated_at,7,1/1/73,nan
article_jcreated_at,30,1/9/01,nan
article_jcreated_at,40,1/8/06,nan
article_jcreated_at,84,1/15/05,nan
article_jcreated_at,92,1/10/01,nan
article_jcreated_at,97,1/9/01,nan
article_jcreated_at,105,1/14/04,nan
article_jcreated_at,107,1/12/01,nan
article_jcreated_at,132,1/3/06,1/3/06$#
article_jcreated_at,136,12/1/00,nan
article_jcreated_at,158,1/13/12,nan
article_jcreated_at,163,1/14/01,nan
article_jcreated_at,172,1/5/01,1#/??5/01
article_jcreated_at,181,1/14/01,1/14/$#01
article_jcreated_at,186,1/12/01,1/12#/??01
article_jcreated_at,188,1/10/01,nan
article_jcreated_at,191,1/13/01,1/13/0$1
article_jcreated_at,192,1/9/01,nan
article_jcreated_at,193,1/6/03,1/@@$6/03
article_jcreated_at,210,10/15/09,nan
article_jcreated_at,215,1/12/10,%1/12/%10
article_jcreated_at,236,1/12/01,??1/1@@2/01
article_jcreated_at,238,2/1/96,2$/1/96
article_jcreated_at,247,1/10/01,nan
article_jcreated_at,249,2/15/13,nan
article_jcreated_at,258,1/14/01,1/14/01@@
article_jcreated_at,303,1/10/01,1/10/01%
article_jcreated_at,318,1/9/01,nan
article_jcreated_at,325,1/6/01,1/$6/@@01
article_jcreated_at,338,1/12/01,1/1$2/??01
article_jcreated_at,346,1/5/01,$1/5/01
article_jcreated_at,357,7/15/03,7#%/15/03
article_jcreated_at,362,1/6/01,nan
article_jcreated_at,363,1/13/02,#1/13/02
article_jcreated_at,383,1/5/08,nan
article_jcreated_at,385,1/9/01,nan
article_jcreated_at,410,1/1/97,1/1%/97
article_jcreated_at,412,1/6/03,nan
article_jcreated_at,426,1/1/95,nan
article_jcreated_at,428,1/9/12,nan
article_jcreated_at,431,1/1/00,1/1/00??$
article_jcreated_at,442,1/14/04,1%/1$4/04
article_jcreated_at,447,1/13/01,nan
article_jcreated_at,493,1/10/09,nan
article_jcreated_at,503,1/11/01,1/??11/01
article_jcreated_at,522,1/13/01,nan
article_jcreated_at,526,5/8/10,nan
article_jcreated_at,530,1/9/06,nan
article_jcreated_at,547,1/6/01,1/%6/0$1
article_jcreated_at,556,1/12/06,nan
article_jcreated_at,570,6/1/00,6/1/@@#00
article_jcreated_at,582,1/14/04,nan
article_jcreated_at,605,1/14/10,1/14@@/1%0
article_jcreated_at,617,1/4/09,$1/4/$09
article_jcreated_at,622,1/10/08,nan
article_jcreated_at,627,5/1/90,nan
article_jcreated_at,632,1/1/00,%1/1/00??
article_jcreated_at,644,1/11/11,nan
article_jcreated_at,670,1/7/01,nan
article_jcreated_at,677,1/1/00,1/??1@@/00
article_jcreated_at,680,1/8/08,nan
article_jcreated_at,686,1/14/01,nan
article_jcreated_at,687,1/14/01,nan
article_jcreated_at,693,1/14/01,nan
article_jcreated_at,698,1/8/01,nan
article_jcreated_at,734,1/14/01,nan
article_jcreated_at,737,1/6/01,1/@@6/01
article_jcreated_at,740,1/1/00,nan
article_jcreated_at,746,1/13/01,1/13?#?/01
article_jcreated_at,747,1/14/01,1/14%/0$1
article_jcreated_at,757,1/1/06,nan
article_jcreated_at,762,1/7/07,1/7/$07
article_jcreated_at,800,1/12/08,1#/12/08
article_jcreated_at,805,1/1/82,nan
article_jcreated_at,826,1/15/04,%1/15/04
article_jcreated_at,829,1/12/01,1/1#2/01
article_jcreated_at,830,1/15/04,nan
article_jcreated_at,847,1/14/01,nan
article_jcreated_at,851,1/7/05,1/7/05$
article_jcreated_at,862,3/22/14,nan
article_jcreated_at,874,1/5/01,1/5/??0$1
article_jcreated_at,876,1/4/01,1/4/0#1
article_jcreated_at,891,1/1/97,1/1??/97
article_jcreated_at,895,1/9/01,#%1/9/01
article_jcreated_at,908,1/14/09,nan
article_jcreated_at,914,1/13/11,1??/??13/11
article_jcreated_at,963,1/14/01,nan
article_jcreated_at,978,1/10/11,1/10/@@11
article_jcreated_at,989,1/5/01,1/#5/01
article_jcreated_at,994,1/14/01,nan
article_jcreated_at,996,1/1/91,nan
article_jcreated_at,998,10/27/14,nan
article_pagination,10,158-61,158@@-61#
article_pagination,25,785-794,7$85%-794
article_pagination,41,S398,nan
article_pagination,42,1681-7,1681-7@??@
article_pagination,49,1518-25,nan
article_pagination,57,427-35,nan
article_pagination,92,Jul-93,Jul-9??3
article_pagination,99,E556-64,E556#-64
article_pagination,108,135-41,nan
article_pagination,109,146-51,146-51#
article_pagination,111,911-24,91??1-24
article_pagination,122,110-6,nan
article_pagination,141,152-9,nan
article_pagination,163,574-578,574??-578@@
article_pagination,164,551-561 ST  - Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management,nan
article_pagination,167,Apr-43,A$??pr-43
article_pagination,171,729-35,@@729-??35
article_pagination,185,612-7,%6#12-7
article_pagination,201,17,91.38188066087305
article_pagination,218,81-83,nan
article_pagination,227,3118-29,3118-??29
article_pagination,229,432-438,43??2-438
article_pagination,238,S10-3,nan
article_pagination,262,69-74,69-7$4
article_pagination,275,314-320,nan
article_pagination,282,1024-1025,%1024-1025
article_pagination,287,529-33,5$29-33
article_pagination,296,2777-85,2777-??85
article_pagination,301,64-70,64#-??70
article_pagination,325,173-181,173??-181
article_pagination,346,146-152,%146-152??
article_pagination,351,195-203,1@@95-20??3
article_pagination,358,373-6,nan
article_pagination,359,149-57,#149-57
article_pagination,360,106-119,106-119%
article_pagination,363,56-64,5????6-64
article_pagination,365,458-462,4$58-462
article_pagination,368,1556-9,1556%-9
article_pagination,369,1112-6,1112-%6
article_pagination,375,143-153,143-1??53
article_pagination,378,e50836,e50$836$
article_pagination,380,51-54 4p,nan
article_pagination,386,233-44,$233-44%
article_pagination,393,167-72,16@@7#-72
article_pagination,395,1050-1055,nan
article_pagination,412,15-Jan,$1??5-Jan
article_pagination,421,226-232,nan
article_pagination,433,94-95,$94-95
article_pagination,442,100-4,nan
article_pagination,443,447-55,4@@@@47-55
article_pagination,474,923129,nan
article_pagination,481,343-7,343-7$
article_pagination,490,S306-S314,S306-S%314
article_pagination,508,1145-53,$1145-53#
article_pagination,510,1309-1318,1309-1318%
article_pagination,525,27386-99,#2738@@6-99
article_pagination,535,453-60,@@453-60
article_pagination,539,230-232,nan
article_pagination,555,1433-41,nan
article_pagination,559,26-39,2@@6-39??
article_pagination,561,S156-S157,S156-%S157
article_pagination,566,89-101,89-$101
article_pagination,575,2427-36,#2427-36
article_pagination,579,655-661,nan
article_pagination,587,766-71,nan
article_pagination,592,597-605,597-$605
article_pagination,611,189-196,18@@@@9-196
article_pagination,630,361-368,$361-368
article_pagination,635,62928,214707.46911710445
article_pagination,657,11-Sep,11-#Sep
article_pagination,664,e103065,nan
article_pagination,694,139-145,nan
article_pagination,718,Jul-64,Jul-6????4
article_pagination,731,1947-1963,1947@@-196#3
article_pagination,756,798-805,nan
article_pagination,776,194,968.785298161635
article_pagination,790,35-40,nan
article_pagination,791,694-702,694-702#
article_pagination,798,841-7,nan
article_pagination,814,161-5,nan
article_pagination,817,178-88,nan
article_pagination,819,127-31 ST  - Premature androgenic alopecia and insulin resistance. Male equivalent of polycystic ovary syndrome?-,127-31 ST  - Premature androgenic alopecia and insulin resistance. Male equivalent of po??lycystic ovary syndrome?$-
article_pagination,835,639-49,nan
article_pagination,839,366-74,@@36#6-74
article_pagination,858,2826-34,nan
article_pagination,867,CD001364,nan
article_pagination,873,371-80; discussion 435-513,371-@@8$0; discussion 435-513
article_pagination,882,646-666,646-6%66
article_pagination,897,471-6,$471$-6
article_pagination,904,22-25,@@22??-25
article_pagination,910,4086-93,nan
article_pagination,923,P435,#P435
article_pagination,924,131-134,@@??131-134
article_pagination,925,248-54,??248-54
article_pagination,930,e7,nan
article_pagination,968,556-65,nan
article_pagination,978,iii35-44,nan
article_pagination,990,833-9,nan
article_pagination,994,141-149,nan
article_pagination,995,374-8,nan
author_list,18,{J. H. LittellM. PopaB. Forsythe},{J. H.?? LittellM. PopaB.$ Forsythe}
author_list,33,{Marilou Madden},nan
author_list,43,{G. PetersK. BeckerC. Von Eiff},{G. Peters%K.$ BeckerC. Von Eiff}
author_list,60,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang},{Junwei Ji#angHongc$huan WangHua LouKai LiuHuiwei Zhang}
author_list,80,{M. MartinengoD. F. ArdenghiG. RealiG. Tripodi},nan
author_list,88,{S. GosaviS. Gosavi},{S. %GosaviS. Gosavi}
author_list,92,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen},{B H Mbatchou Ngahane%G Devouasso@@uxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
author_list,105,{Fenlai TanJi JiangDon ZhangDongyang LiuYingxiang WangLi ZhangPei Hu},{Fenlai TanJi JiangDon ZhangDongyang LiuYingxiang WangLi@@ ZhangPei Hu}
author_list,112,{T. L. DaviesB. BovillS. JohnstonM. T. MayM. Gompels},{T. L. DaviesB. BovillS. JohnstonM. %T. MayM$. Gompels}
author_list,120,{Sheldon H. White},nan
author_list,133,{NULL},{%NU%LL}
author_list,137,{Dominic S CarreiraRoss M BorzykowskiJohn KozySteven D Needell},nan
author_list,149,{A M MulekarB J Vakiland},nan
author_list,160,{K. MantsopoulosC. BohrF. Hebel},nan
author_list,167,{S. McIver},{S. McI%ver}
author_list,171,{A PhilotheouS R HellerJ JendleM-A GallK KlendorfG P RossG PerrielloI Pavlic-Renar},{A $PhilotheouS R HellerJ JendleM-A GallK KlendorfG P RossG Perr??ielloI Pavlic-Renar}
author_list,174,{P. KruszewskiDept of Neurology Trondheim University Hospital L.J. StovnerNorway TrondheimJ. M. ShenTrondheim Norway University HospitalL. J. StovnerTrondheim Dept. of NeurologyAddress CorrespondenceAddresses Author},{P. KruszewskiD$ept of Neurology Trondheim $University Hospital L.J. StovnerNorway TrondheimJ. M. ShenTrondheim Norway University HospitalL. J. StovnerTrondheim Dept. of NeurologyAddress CorrespondenceAddresses Author}
author_list,178,{Jianwen CaiJune StevensDenise K. Houston},nan
author_list,189,{Enniati RusliChien-Hui Yang},{@@Enniati RusliCh??ien-Hui Yang}
author_list,230,{NULL},nan
author_list,235,{Benjamin ZendejasStanley J HamstraRose HatalaDavid A CookAmy T WangJason H SzostekPatricia J ErwinRyan Brydges},nan
author_list,237,{Andreas M_ggeChristoph HanefeldRainer H B_ger[Collective Name] CARDIAC study investigators},{Andreas M_ggeChristoph HanefeldRainer H B_ger[C%ollect#ive Name] CARDIAC study investigators}
author_list,239,{C. MillsS. DalkinJ. GreenhalghC. WoodL. WoodJ. WrightE. GibbonsN. BlackJ. M. ValderasR. PawsonD. Meads},nan
author_list,244,{Patil S.Horobin H.},nan
author_list,248,{Luiz Rogrio de Carvalho OliveiraNilza Aparecida Almeida de CarvalhoFlvio C L Cavalcanti Ara_joIzabela Menezes PagottoPaulo Chiavone},nan
author_list,250,{Lemack G.E.},nan
author_list,253,{Address CorrespondenceS. KarimifardAddresses Authorahmadian@sina.tums.ac.ir Tehran Medical PhysicsTehran Medical PhysicsDepartment of Biomedical Systems S. KarimifardTums Tehran Iran Email University of Medical SciencesA. AhmadianTums Tehran Iran University of Medical SciencesSystems Department of Biomedical},{Address CorrespondenceS. KarimifardAddresses Authorahmadian@sina.tums.ac.ir Tehran Medical PhysicsTehran Medical PhysicsDepartment of Biomedical Systems S. KarimifardTums Tehran Iran Email University of Medical SciencesA.@@ AhmadianTums Tehran Iran University of Medical SciencesSystems Department of Biomedical}
author_list,269,{D. G. Nezic},nan
author_list,275,{Lee W.Kirk J.S.Shaheen K.W.Romero R.Hodges A.N.Comstock C.H.},nan
author_list,292,{Pardis PedramGuang Sun},{Pardis Ped@@ramGuang Sun}
author_list,332,{Angela Marie AbbatecolaAndrea CorsonelloSilvia BustacchiniFabrizia LattanzioGiuseppe Paolisso},{Angela Marie AbbatecolaAndrea CorsonelloSilvia BustacchiniF%abrizia LattanzioGiuseppe Paolisso}
author_list,333,{Aitken Alderson Anderson Aptekar Backett-Milburn Beazley Becker Bello Berman Billig Bluebond-Langner Borchgrevink Bucholtz Christensen Constantino Cornwall Dell Clark DiCarlo Diprose Douglas Downe Geissler Goodenough Hart James James Jocano Katz Koppitz L AguilarLisa M. Mitchell},{Aitken Alderson Anderson Aptekar Backett-Milburn Beazley Becker Bello Berman Billig Bluebond-Langner Borchgrevink Bu%choltz Christensen Constantino Cornwall Dell Clark DiCarlo Diprose Douglas Downe Geissler Goodenough Hart James James Jocano Katz Koppitz L AguilarLisa M. Mitchell}
author_list,335,{M EckerbomT Magnusson},{M EckerbomT Ma$gn#usson}
author_list,342,{W. BodschT. Rommel},{W. BodschT.# $Rommel}
author_list,364,{Silke ZimmermannStefan A StachelhausChristiane Hollmann},{Silke Zimmer$mannStefan A StachelhausChristiane Hollmann}
author_list,374,{C. W. Belter},nan
author_list,391,{D J BrunoB S BloomR JayadevappaD Y Maman},{D J BrunoB S BloomR%$ JayadevappaD Y Maman}
author_list,403,{Birgit Schulze-EhlersAchim SpillerNina SteffenGesa Busch},nan
author_list,409,{A. G. Della ValleM. ButtaroG. SlullitelR. VestriF. CombaF. CN  - CINAHL_postop_care_150220 DB  - c8h DP  - EBSCOhost Piccaluga},nan
author_list,410,{W. J. SchnedlR. W. LippG. Leitner},nan
author_list,419,{Deepika and Leibowitz Keith and Gowda Ramesh M. and Shapiro Michael and Khan Ijaz A. Misra},nan
author_list,426,{R. V. IyerG. M. WoodsE. VichinskyT. R. KinneyJ. I. VerterS. T. MillerC. T. HolbrookC. H. PegelowJ. M. FallettaG. R. Buchanan},{R. V. IyerG. M. WoodsE. VichinskyT. R. KinneyJ. I. VerterS. T. MillerC. T. HolbrookC. H. PegelowJ. M. FallettaG. R. Buchanan%}
author_list,438,{M. GattiS. BonaccorsiV. Mottier-PavieF. VerniG. Cenci},{%M. GattiS. Bonac??corsiV. Mottier-PavieF. VerniG. Cenci}
author_list,452,{A BereketZ HochbergY YavuzH L MullerR H LustigR WeissW KiessA P Goldstone},nan
author_list,466,{T. YamamotoT. TakanoM. TakanoW. HiguchiY. NitaharaK. SaitoD. ShiK. Ozaki},{T. YamamotoT. TakanoM. TakanoW. HiguchiY. NitaharaK. @@SaitoD. ShiK. Ozaki}
author_list,488,{NULL},nan
author_list,490,{Rudd R.Guez G.Sanders L.M.Baur C.Shaw J.S.},{Rudd R.Guez G.Sanders L.#M.Baur C.Shaw J.S.}
author_list,500,{Richard J. A. Murrin},nan
author_list,506,{E A M JanssenC BrodinP OgreidK KjellevoldL G GranssonL VattenP R RomundstadR OmdalK Wildhagen},nan
author_list,541,{Duncan M BrooksPramit M PhalRory Wolfe},{Duncan M BrooksPramit M PhalRory$ Wolfe}
author_list,553,{NULL},{N$ULL}
author_list,559,{M. RunkelJ. BlumP. M. Rommens},nan
author_list,563,{L. N. BorrellK. RoseB. L. ClarkD. CatellierA. V. D. Roux},nan
author_list,568,{E DecuypereE DewilD VanmontfortH Michels},{E DecuypereE DewilD VanmontfortH Mi$chels}
author_list,571,{Ana Maria Baptista MenezesDavid Alejandro GonzlezElaine Cardozo MacedoPedro Curi HallalMaria de Ftima MaiaMarli KnorstSamuel Carvalho DumithJeovany Mart_nez-MesaRicardo Bica NoalFernando Csar WehrmeisterJos Roberto Jardim},{Ana Maria Baptista MenezesDavid Alejandro GonzlezElaine Cardozo MacedoPedro Curi HallalMaria de Ftima MaiaMarli KnorstSamuel Carvalho DumithJeovany Mart_nez-MesaRicardo Bica NoalFernando Csar W#ehrm#eisterJos Roberto Jardim}
author_list,577,{P MichelV PapavasileiouG NtaiosA BargiotaK Makaritsis},nan
author_list,594,{A. DA  - Jun DO  - jc.2004-1843 [pii] 10.1210/jc.2004-1843 [doi] DP  - Nlm ET  - 2005/03/31 DunaifA. R. KunselmanR. S. LegroC. L. Gnatuk},{A. DA  - Jun DO  - jc.2004-1843 [pii] 10.1210/jc.2004-1843 [doi] DP  - Nlm ET  - 2005/03/31 DunaifA. R. Kunse#lmanR$. S. LegroC. L. Gnatuk}
author_list,609,{M A Bleiker},nan
author_list,617,{A PolychronakiCh RoussosA KoutsoukouI DimitroulisJ Milic-EmiliN G KoulourisS RetsouE N KosmasM Gaga},nan
author_list,620,{S. T. VisserM. J. PostmaP. DenigF. M. De VriesE. Hak},{S. T. VisserM. J. PostmaP.?? DenigF. M. $De VriesE. Hak}
author_list,621,{E. Bonthuys},{E. Bonthu@@ys}
author_list,631,{Y. AkematsuM. TsujiK. Minetaki},nan
author_list,645,{C L_ligerK NeuberJ RingI K_hler},{C L_liger@@K Neub%erJ RingI K_hler}
author_list,647,{Cameron F AbramsSpencer T Stober},nan
author_list,655,{P. D. FabricantM. P. BostromC. J. DyD. M. Dare},nan
author_list,662,{N. Cord-Udy},nan
author_list,708,{K Ishikawa-TakataT OhtaK MoritakiT GotouS Inoue},${K Ishikawa-TakataT OhtaK MoritakiT Gotou%S Inoue}
author_list,722,{M. H. de Oliveira JuniorE. S. SarinhoG. V. de AraujoD. M. Peixoto},{M. H. de% Oliveira JuniorE. S. Sarinh#oG. V. de AraujoD. M. Peixoto}
author_list,725,{NULL},$%{NULL}
author_list,731,{Hotzel KR von BrachelKosfelder JHechler TVocks SRieger ESchulte DSchmidt U},{Hotzel KR $von BrachelKosfelder JHec#hler TVocks SRieger ESchulte DSchmidt U}
author_list,732,{Nuria MalatsAlfredo CarratoManolis KogevinasNathaniel RothmanConsol SerraReina Garcia-ClosasDebra SilvermanAdonina TardonKenneth P. CantorMustafa DosemeciGemma Castano-VinyalsRoel Vermeulen},{Nuria MalatsAlfredo CarratoManolis KogevinasNathaniel RothmanConsol Se%rraReina Garcia-ClosasDebra SilvermanAdonina TardonKenneth P. CantorMustafa DosemeciGemma Castano-VinyalsRoel Vermeulen}
author_list,750,{M WabitschA MossD Kunze},{M WabitschA MossD Kunz#e}
author_list,752,{Shauna S Roberts},nan
author_list,777,{Raymond N. Perrin},nan
author_list,778,{Z. HirschfeldI. BrinA. FuksM. Guelmann},nan
author_list,781,{B. PollinC. GenyJ. P. NguyenP. CesaroA. Feve},nan
author_list,788,{P K Shestakov},nan
author_list,790,{J. M. NealD. J. KopaczM. A. LewisJ. J. Deck},nan
author_list,792,{Rossana De PalmaPaolo OrtolaniCaterina CaminitiEmilia SolinasPiera Angelica MerliniDiego ArdissinoGiorgia PaoliMaria Francesca NotarangeloPaolo GuastarobaAntonio MarzocchiLuigi VignaliRoxana MehranAntonio Manari},nan
author_list,808,{Gianluca RigatelliPaolo CardaioliMassimo GiordanAshesh BuchLaura OlivaDobrin VassilievAravinda NanjiundappaFabio Dell'AvvocataRamesh DaggubatiDario Adami},{Gianluca RigatelliPaolo CardaioliMassimo GiordanAshesh BuchLaura OlivaDobrin VassilievAravinda NanjiundappaF??abio Dell'AvvocataRamesh# DaggubatiDario Adami}
author_list,822,{Eunice Molinar-ToribioBenjam_n PiaLivia G_mezJara Prez-JimnezMarta CasadoSara Ramos-RomeroPere ClapsJosep Llu_s Torres},nan
author_list,823,{NULL},nan
author_list,833,{NULL},{$NULL}
author_list,838,{C K NaspitzJ O Warner},{C K Naspit??zJ% O Warner}
author_list,839,{David B HoytSandro B RizoliAndrew J BakerEileen M BulgerWolfgang G JungerJoseph CuschieriShawn G RhindPang N Shek},nan
author_list,875,{Axel SchindelhauerPauline Wimberger},{Axel SchindelhauerPauline Wimbe$rge$r}
author_list,877,{E. M. CN  - PubMed DA  - Summer DP  - NLM ET  - 1993/07/01 BohligJ. A. Scott-LennoxR. D. Lennox},nan
author_list,881,{T ForsnJ ErikssonC OsmondD Barker},nan
author_list,886,{S. EwenF. MahfoudM. Bohm},nan
author_list,891,{D. M. B. HallE. Holroyd},nan
author_list,938,{J. L. GrosfeldS. GotoG. P. GardnerD. F. CanalD. W. Vane},{J. L. Grosfeld@@S. GotoG. P. GardnerD. F. CanalD. W. Vane}
author_list,953,{Ana Paula de Lima FerreiraMarcelo de Souza FigueiroaBrbara Bernardo Rinaldo da SilvaKtia Roberta Rapso Sales Lacerda},nan
author_list,957,{So Young LeeJay L. Brand},nan
author_list,973,{Charles Hennekens},{Charles Henne%kens}
author_list,976,{Kerstin Landin-WilhelmsenG_ran Oler_dOskar RagnarssonPenelope Trimpou},nan
author_list,980,{Michela MianiDecio L EizirikLaurence LadrireMaikel L ColliMiriam Cnop},nan
author_list,981,{A. HueniPaul E. Kneubuehler M.     ED  - Shen Sylvia S.     ED  - Lewis},nan
author_list,996,{S. L. LeeG. K. Sluis-CremerP. A. Hessel},{S. L. LeeG. K. Sluis-CremerP. A.$ Hessel}
